OPERATION_ID,OPERATION_NAME,CITY,ADDRESS_LINE,ZIPCODE,DEFICIENCY_HIGH,DEFICIENCY_MEDIUM_HIGH,DEFICIENCY_MEDIUM,DEFICIENCY_MEDIUM_LOW,DEFICIENCY_LOW,TOTAL_DEFICIENCIES,DEFICIENCY_RATE,HIGH_DEFICIENCY_RATE,TOTAL_CAPACITY,TOTAL_INSPECTIONS,TOTAL_ASSESSMENTS,YEARS_IN_OPERATION,IS_ACCREDITED,ACCEPTS_SUBSIDIES,HAS_CORRECTIVE_ACTION,HAS_ADVERSE_ACTION,WAS_TEMP_CLOSED,place_id,google_name,google_rating,google_review_count,match_confidence
123546,University of Texas Child Care Center,AUSTIN,2216 LEONA ST,78722 2532,7,1,2,0,0,10,0.417,0.292,221,24,0,33.9,1,1,0,0,0,ChIJT8rieQC1RIYRqDXouZkAhMg,UT Child Development Center - Leona Location,4.4,14.0,medium_confidence
286572,Bethany Lutheran Preschool,AUSTIN,3701 W SLAUGHTER LN,78749 5902,5,0,4,0,0,9,0.6,0.333,150,15,0,19.5,0,0,0,0,0,ChIJTRBXCxNMW4YRx-F0iL9r8OE,Bethany Lutheran Church & Preschool,4.2,31.0,high_confidence
112093,Children's Creative World,DALLAS,6011 UNIVERSITY HILLS BLVD,75241 2514,4,11,6,0,1,22,2.75,0.5,32,8,0,38.7,0,1,0,0,0,ChIJTSstCxyXToYRGt7hw3TMwmI,Children's Creative World,5.0,8.0,high_confidence
1106371,LeafSpring School at Cibolo Canyons,SAN ANTONIO,3108 MARSHALL RD,78259 1609,3,3,3,0,0,9,0.474,0.158,333,19,0,12.4,0,1,0,0,0,ChIJTSvk__6IXIYRYH4nPZVM9eU,LeafSpring School at Cibolo Canyons,4.1,36.0,high_confidence
144022,G & J Learning Center,DALLAS,1111 N JIM MILLER RD,75217 4921,0,2,2,0,0,4,0.444,0.0,62,9,0,29.6,0,1,0,0,0,ChIJTTd1WS-jToYR7OfKxFeFjII,G & J Learning Center,3.3,3.0,high_confidence
1123221,La Mision Child Care and Kid Kamp,SAN ANTONIO,2211 S HACKBERRY,78210 4119,5,9,7,1,0,22,0.815,0.185,90,27,1,11.8,0,1,0,0,0,ChIJTVMc1yT2XIYRoaLH8xt5iT8,La Mision Summer Kid Kamp,3.2,13.0,medium_confidence
96186,St. Christophers Day School,HOUSTON,1656 BLALOCK RD,77080 7321,14,16,8,1,1,40,2.857,1.0,100,14,1,35.7,0,0,0,0,0,ChIJTVSUmfnEQIYRqN13P-nqlYc,St Christopher's Day School,4.2,5.0,high_confidence
1439579,Rainbow Scholars Academy LLC,AUSTIN,4600 NUCKOLS CROSSING RD,78744 2003,1,0,2,0,0,3,0.375,0.125,47,8,0,2.7,0,1,0,0,0,ChIJTZDfA4fMRIYR8GkQdWQOiA0,Scholars Academy,5.0,2.0,medium_confidence
1304774,Great Little Minds Academy,HOUSTON,1102 DOROTHY ST,77008 6646,4,9,6,1,0,20,2.857,0.571,36,7,1,7.0,0,0,0,0,0,ChIJT_WgyEPHQIYRUUoLN2DDq5Q,Great Little Minds Academy,4.8,25.0,high_confidence
94517,Wonderland Private School,HOUSTON,5724 CALHOUN RD,77021 2854,2,2,0,1,0,5,0.714,0.286,60,7,1,36.8,0,1,0,0,0,ChIJTaG-dTa-QIYRu3pXotdYTUk,Wonderland Private School,5.0,1.0,high_confidence
1378341,The Lily Pad Farm School,SAN ANTONIO,18940 REDLAND RD,78259 3572,5,6,2,1,0,14,0.412,0.147,289,34,1,4.1,0,0,0,0,0,ChIJTbivkpWJXIYR7eeROhVxt2I,The Lilypad Farm School,4.6,8.0,high_confidence
742008,Pinnacle Montessori,SAN ANTONIO,19730 BULVERDE RD,78259 3709,21,28,12,3,0,64,1.391,0.457,109,46,2,14.4,0,1,0,0,0,ChIJTcimCGaJXIYR2jgVxt08msI,Pinnacle Montessori of Bulverde,4.1,91.0,medium_confidence
777472,Krayola Kidz,HOUSTON,2200 SPEARS RD STE 180,77067 1317,1,5,3,2,0,11,1.1,0.1,122,10,2,14.6,0,1,0,0,0,ChIJTdYzpdLLQIYRcr1FE5YPGu4,Krayola Kidz Inc.,3.5,28.0,high_confidence
1488865,Children Education Station Learning Center,FORT WORTH,6440 BRENTWOOD STAIR RD,76112 3228,0,0,3,2,0,5,0.556,0.0,34,9,0,0.7,0,1,0,0,0,ChIJTw_O0Ep7ToYRnzZZSdVH6gQ,Children Education Station Learning Center,4.6,9.0,high_confidence
1407324,Kreative Kids Preparatory Academy LLC,FORT WORTH,1312 SYCAMORE SCHOOL RD,76134 4901,0,0,0,0,0,0,0.0,0.0,108,12,0,3.1,0,1,0,0,0,ChIJTybTy0lvToYRAs5MAhZu-Ro,Kreative Kids Preparatory Academy,4.8,28.0,high_confidence
1322995,Alianza Eco International School,HOUSTON,1229 CAMPBELL RD,77055 6401,2,5,5,1,0,13,1.444,0.222,131,9,1,6.4,0,0,0,0,0,ChIJTz3F_V3EQIYRo2AMf1tSC9o,Alianza Preschool Spring Valley,5.0,33.0,medium_confidence
1151873,Pinnacle Montessori Academy of Alamo Ranch,SAN ANTONIO,11400 CULEBRA RD,78253 6163,30,27,9,1,0,67,1.136,0.508,210,59,1,10.4,0,1,0,0,0,ChIJU-8u4HZCXIYR7vth3yjIuCw,Pinnacle Montessori of Alamo Ranch,4.6,106.0,high_confidence
98809,Creative Corner,HOUSTON,335 AUDREY LN,77015 2209,3,5,5,1,1,15,1.667,0.333,99,9,1,33.8,0,1,0,0,0,ChIJU0ZB52KkQIYRJ1ALgg5SVxQ,Creative Corner,4.4,16.0,high_confidence
1299196,"Dallas Daycare Academy, LLC",DALLAS,11425 MARSH LN,75229 2637,1,7,8,0,0,16,1.455,0.091,190,11,1,7.4,0,0,0,0,0,ChIJU18fPO0nTIYR1jim9Ckm4C8,Dallas Daycare Academy,4.6,27.0,high_confidence
103545,La Petite Academy Emerald Glade,SAN ANTONIO,111 EMERALD GLADE,78245 1100,14,14,7,2,0,37,0.974,0.368,136,38,1,38.3,1,1,0,0,0,ChIJU3RMWjhDXIYRAnnFPP4xMU8,La Petite Academy on Emerald Glade,3.9,33.0,high_confidence
128577,ST Andrew Early Childhood Center,HOUSTON,1353A WITTE RD,77055 4003,7,10,5,0,0,22,1.222,0.389,100,18,0,32.8,0,1,0,0,0,ChIJU5AR4cHEQIYRJzZ_uqbIFaA,St Andrew Early Childhood Center,4.2,25.0,high_confidence
1335669,Kiddie Academy of Bee Cave,AUSTIN,16003 W HIGHWAY 71,78738 2701,2,1,0,0,0,3,0.375,0.25,190,8,0,5.9,1,1,0,0,0,ChIJU5nisFo4W4YR1TYHNH4jYvQ,Kiddie Academy of Bee Cave,4.8,33.0,high_confidence
1249944,First Flight Preschool,FORT WORTH,2185 GOLDEN HEIGHTS RD,76177 7005,1,1,0,0,0,2,0.182,0.091,248,11,0,8.9,0,0,0,0,0,ChIJU6PiMWvZTYYRDkE2AdNZ-6E,First Flight Preschool,5.0,4.0,high_confidence
1290870,Adventure Kids Playcare- Fort Worth,FORT WORTH,9160 NORTH FWY STE 410,76177 7627,5,13,13,4,0,35,2.917,0.417,84,12,1,7.6,0,0,0,0,0,ChIJU7IrDPzYTYYRIQ2gsObL9xw,Adventure Kids Playcare,4.0,70.0,medium_confidence
1492156,Eagles Childcare Center,AUSTIN,1701 KRAMER LN,78758 4229,2,2,0,0,0,4,0.571,0.286,66,7,0,0.2,0,0,0,0,0,ChIJU9pfPMjLRIYRENXgX3L5xFY,Eagles Child Care Center,5.0,10.0,high_confidence
307781,El Kinder - Bilingual Early Childhood Education,DALLAS,2523 S BUCKNER BLVD,75227 8501,2,2,1,0,0,5,0.625,0.25,86,8,0,19.0,1,1,0,0,0,ChIJUQRFjnKjToYRLaU8rK6y9oo,El Kinder Bilingual Academy,4.8,19.0,medium_confidence
1200819,Tanya's Little Angels Christian Academy,SAN ANTONIO,157 SCHUMACHER RD,78220 3327,25,31,28,3,1,88,2.146,0.61,44,41,1,9.0,0,1,1,0,0,ChIJURzfTL_2XIYRJtyrc-UF2EY,Tanya's Little Angels Christian Academy,4.4,9.0,high_confidence
1248628,KCE Champions LLC @ Beta Academy,HOUSTON,10618 HARTSOOK ST,77034,2,2,0,0,0,4,0.5,0.25,306,8,0,8.9,0,1,0,0,0,ChIJUSBacHKXQIYRodyji12hS1c,Champions at Beta Academy,4.2,11.0,medium_confidence
1251387,KCE Champions LLC at Uplift Luna,DALLAS,9743 E R L THORNTON FWY,75228 5875,1,3,2,0,0,6,0.545,0.091,150,11,0,8.9,0,1,0,0,0,ChIJUSIElxWjToYRH3VbawF06J4,Champions at Uplift Luna - New Campus,1.0,1.0,medium_confidence
1461026,Primrose School of Dallas at Kessler Park,DALLAS,330 S R L THORNTON FWY,75203 1809,1,1,0,0,0,2,0.286,0.143,100,7,0,1.6,1,0,0,0,0,ChIJUSdRaIOZToYR03TCTzLlOWY,Primrose School of Dallas at Kessler Park,5.0,19.0,high_confidence
1350394,Little Treehouse Early Learning Center #6,SAN ANTONIO,13118 EL SENDERO ST,78233 5816,2,6,3,0,1,12,1.0,0.167,96,12,0,5.1,0,1,0,0,0,ChIJUTE84oKMXIYRBYpiL83Ni2Q,"Little Treehouse Early Learning Center, LLC",4.0,28.0,high_confidence
1172658,Kinder College for Kids,HOUSTON,7426 CURRY RD,77093 8820,3,9,7,2,2,23,1.643,0.214,56,14,0,10.3,0,1,0,0,0,ChIJUWiHp625QIYR1Bl7kO9y-Sc,Kinder College For Kids,3.7,6.0,high_confidence
1473494,Taking Steps Childcare LLC,HOUSTON,13507 BAMMEL NORTH HOUSTON RD,77066 2956,4,7,7,1,0,19,2.375,0.5,41,8,0,1.2,0,1,0,0,0,ChIJUWlt9XnLQIYRnTZXN4TC4Og,Taking Steps Childcare,4.0,8.0,high_confidence
1386206,Yogiland LLC,SAN ANTONIO,2102 BANDERA RD,78228 2313,0,3,1,1,0,5,0.714,0.0,56,7,1,4.2,0,1,0,0,0,ChIJUZO4F9FdXIYR_jZhoeF37wA,Yogiland Learning Center,4.6,39.0,medium_confidence
1441892,Super Kids Sycamore,FORT WORTH,1740 W EVERMAN PKWY,76134 4807,6,1,4,0,0,11,0.846,0.462,126,13,0,2.3,0,1,0,0,0,ChIJU_B-wPpvToYRYCEqy3Ffqj4,Super Kids Sycamore,5.0,14.0,high_confidence
1519964,Little Sprouts Academy,HOUSTON,19823 YOUNGLAKE BLVD,77084 4790,0,2,2,0,0,4,2.0,0.0,292,2,0,-0.0,0,0,0,0,0,ChIJUamHaaPZQIYRGzdQJgKVs4Y,Little Sprouts Academy,4.4,35.0,high_confidence
1187180,Didactica Spanish Immersion Preschool,AUSTIN,2028 S LAMAR BLVD,78704 3336,3,4,3,0,0,10,0.667,0.2,76,15,0,10.2,0,1,0,0,0,ChIJUawhLN-0RIYRjuBXrgx65hk,Didactica Spanish Immersion Preschool- South Center 78704,5.0,10.0,medium_confidence
1269891,Lil' Friends Dayschool,SAN ANTONIO,2897 THOUSAND OAKS DR,78232 4151,8,10,5,0,0,23,0.719,0.25,64,32,0,7.9,0,1,0,0,0,ChIJUb-QbE2KXIYRp6FJHzdO_9o,Lil' Friends Day School,4.5,32.0,medium_confidence
1430509,NHUMC Ministry Center Childcare,SAN ANTONIO,4306 NACO PASS,78217 2100,1,5,6,1,0,13,1.444,0.111,27,9,0,2.5,0,0,0,0,0,ChIJUc0EN2mLXIYRScci7nTuVaQ,Ministry Center,4.6,60.0,medium_confidence
112144,Es Haven Academy,DALLAS,813 RYAN RD,75224 3338,2,10,6,1,0,19,2.375,0.25,49,8,1,38.5,0,1,0,0,0,ChIJUd37PquQToYRi93Ox0AA-3E,E's Haven Academy,4.8,6.0,high_confidence
923535,R & R Learning Center LLC,HOUSTON,5341 EASTHAMPTON DR,77039 6160,1,3,1,1,0,6,1.0,0.167,40,6,1,13.2,0,1,0,0,0,ChIJUd7ETs2wQIYRIGlgqstz7xs,R & R Learning Center,5.0,4.0,high_confidence
1397566,CF Kids Dayschool,SAN ANTONIO,10915 SHAENFIELD RD,78254 9602,5,13,3,0,0,21,1.167,0.278,67,18,0,2.8,0,0,0,0,0,ChIJUdN_b-xpXIYRGirclp3aPfU,CF Kids Day School,5.0,1.0,medium_confidence
935610,Blossom Heights Child Development Center,HOUSTON,8702 LIPAN RD,77063 5804,1,0,1,0,0,2,0.4,0.2,104,5,0,13.8,1,1,0,0,0,ChIJUe57ravDQIYRbFSmy0ak5SA,Blossom Heights Child Development Center,5.0,24.0,high_confidence
1494635,La Escuelita Spanish Immersion Preschool at 10th Street Hist,DALLAS,366 S FLEMING AVE,75203 3141,0,0,0,0,0,0,0.0,0.0,46,5,0,0.5,0,0,0,0,0,ChIJUftk9beZToYRk73w3LXytuw,La Escuelita Spanish Immersion Preschool-Tenth Street,5.0,1.0,high_confidence
287319,Nacogdoches KinderCare,SAN ANTONIO,13030 NACOGDOCHES RD,78217 1941,3,9,9,3,0,24,1.2,0.15,133,20,1,19.8,1,1,0,0,0,ChIJUyjDVH2LXIYRKWbpAjMaF5w,Nacogdoches KinderCare,4.5,63.0,high_confidence
1425947,Oxford Academy,FORT WORTH,5900 CROMWELL MARINE CREEK RD,76179,2,1,0,1,0,4,0.148,0.074,220,27,0,2.8,0,1,0,0,0,ChIJV-JE9M11ToYRCb21nAPFknE,Oxford Academy DFW,4.5,53.0,high_confidence
1527233,Kidztown Childcare,HOUSTON,1001 UVALDE RD,77015 3703,0,0,1,0,0,1,1.0,0.0,76,1,0,0.0,0,0,0,0,0,ChIJV0OrvH-jQIYR9edu3phd8LQ,Kidztown Childcare,4.3,15.0,high_confidence
94939,Escuela Montessori de Montopolis,AUSTIN,2013 MONTOPOLIS DR,78741 6501,3,1,3,0,1,8,1.143,0.429,60,7,0,32.2,0,1,0,0,0,ChIJV0SkYhy0RIYRU0QrghDKi3c,Escuela Montessori,5.0,2.0,medium_confidence
754755,The Da Vinci School,DALLAS,10909 MIDWAY RD,75229 4115,0,1,0,0,0,1,0.2,0.0,150,5,0,15.2,0,0,0,0,0,ChIJV4SrGbwnTIYR_Ip-kmnc85Y,The da Vinci School,5.0,2.0,high_confidence
1176908,Precious Stones Academy,HOUSTON,7518 E MOUNT HOUSTON RD,77050 5726,7,9,5,3,0,24,1.846,0.538,149,13,0,10.3,0,1,0,0,0,ChIJV6T0vZKwQIYRcmtlnej6NUQ,Precious Stones Academy,2.5,13.0,high_confidence
97352,Trinity Lutheran Childrens Center,FORT WORTH,3621 TULSA WAY,76107 3341,4,15,9,0,0,28,2.545,0.364,130,11,0,40.0,0,0,0,0,0,ChIJV6z7AsFzToYRxfBOu_vDkIw,Trinity Lutheran Church,4.7,26.0,medium_confidence
117886,Reading Friends,FORT WORTH,5228 PERSHING AVE,76107 4828,0,5,0,1,0,6,1.0,0.0,100,6,1,34.5,0,0,0,0,0,ChIJV73lEAZzToYR0-SPMElYCGo,Reading Friends,5.0,1.0,high_confidence
156229,Primrose School of Bent Trail,DALLAS,18601 PRESTON RD,75252 2523,4,4,2,0,0,10,0.625,0.25,136,16,0,27.5,1,0,0,0,0,ChIJV76sJMojTIYR-VRopNue7fs,Primrose School of Bent Trail,4.8,78.0,high_confidence
279506,Austin Shelter for Women and Children Child Care Center,AUSTIN,4613 TANNEHILL LN BLDG 2,78721 1703,0,1,5,0,0,6,0.6,0.0,30,10,0,19.7,0,0,0,0,0,ChIJV7Qp1jy3RIYRThfOaekUXn4,Austin Shelter for Women and Children,3.2,38.0,high_confidence
1120783,East Dallas Development Center,DALLAS,2010 SKILLMAN ST,75206 7240,1,8,3,0,0,12,2.0,0.167,123,6,0,11.7,0,0,0,0,0,ChIJV8uMPk6fToYRDgWYJgyHYY4,East Dallas Developmental Center,5.0,28.0,high_confidence
1089487,The Preparatory School of Dripping Springs,AUSTIN,12610 NUTTY BROWN RD,78737 9298,2,0,1,0,0,3,0.333,0.222,235,9,0,12.8,0,0,0,0,0,ChIJVRcp6whGW4YRai34gbnq2rU,The PREP School of Dripping Springs - Nutty Brown,4.6,5.0,medium_confidence
755912,Polytechnic United Community Center,FORT WORTH,3100 AVENUE I,76105 3129,1,1,4,0,0,6,0.857,0.143,100,7,0,14.9,0,0,0,0,0,ChIJVSDi-2NwToYRNzhcC4qGY1A,UCC Polytechnic Center,4.4,57.0,medium_confidence
1304349,Kids R Kids Keller,FORT WORTH,4117 KELLER HICKS RD,76244 9631,3,6,0,0,0,9,0.391,0.13,344,23,0,7.6,1,1,0,0,0,ChIJVSkQZObZTYYRsPXmmhy9Jyg,Kids 'R' Kids Learning Academy of Keller,4.7,99.0,medium_confidence
902228,Kids R Us Academy,HOUSTON,9385 RICHMOND AVE,77063 3927,20,27,24,1,0,72,5.143,1.429,65,14,4,13.9,0,1,0,0,0,ChIJVTeX7BjDQIYRVZaMqYkHbdQ,Kids R Us Academy,4.4,7.0,high_confidence
1301417,"King Kids Learning Center, LLC",FORT WORTH,2900 CANTON DR,76112 6518,0,0,0,0,0,0,0.0,0.0,95,7,0,7.6,0,1,0,0,0,ChIJVUOd_AB7ToYRy2ACEZ0JPzE,King Kids Learning Center,4.2,20.0,high_confidence
917608,Parent/Child Inc. Southwest,SAN ANTONIO,11914 DRAGON LN,78252 2612,0,0,0,0,0,0,0.0,0.0,44,6,0,13.9,0,0,0,0,0,ChIJVVUF-vRnXIYRW-ZdkFs-1qg,Parent/Child Incorporated,4.7,9.0,medium_confidence
100933,Alamo Heights United Methodist Weekday School,SAN ANTONIO,825 E BASSE RD,78209 1832,1,6,8,0,0,15,1.875,0.125,161,8,0,31.3,0,0,0,0,0,ChIJVVUVLEP1XIYRxQyD1CHD2zU,Alamo Heights UMC Weekday School,5.0,1.0,medium_confidence
1274057,Blessing Academy ECC,HOUSTON,5903 BELLFORT ST,77033 1334,3,2,3,1,0,9,1.286,0.429,22,7,1,8.3,0,1,0,0,0,ChIJVVV5ZJOVQIYRO8DN4fGap1Q,Blessing Academy ECC,4.9,52.0,high_confidence
302468,Triumph Christian Academy,HOUSTON,4740A W OREM DR,77045 4110,3,1,1,1,0,6,0.545,0.273,90,11,1,18.9,0,1,0,0,0,ChIJVVVFgLPrQIYRYFMy8yeACXE,Triumph Christian Academy,5.0,2.0,high_confidence
1173586,Community Partners FifthWard Early ChildHood Development Ctr,HOUSTON,3917 COLLINGSWORTH ST,77026 4713,7,2,1,1,0,11,0.611,0.389,93,18,0,10.3,0,1,0,0,0,ChIJVVVlfj-5QIYRErvnKmY-yCg,Community Partners FifthWard,5.0,5.0,medium_confidence
96494,Westminster Presbyterian Preschool,DALLAS,8200 DEVONSHIRE DR,75209 4425,1,1,0,0,0,2,0.222,0.111,220,9,0,40.1,1,0,0,0,0,ChIJVVWVsmCeToYRzFcA34oRWqc,Westminster Presbyterian Church,4.6,14.0,medium_confidence
1342082,Royal Children Learning Center,HOUSTON,6603A LANGHAM DR,77084 2695,26,24,24,4,2,80,1.905,0.619,153,42,14,5.4,1,1,0,0,0,ChIJVVXBBlO-QIYR55PfOFqfhzM,Children Learning Center,5.0,2.0,high_confidence
1118895,Dallas Cooperative Preschool,DALLAS,11001 MIDWAY RD,75229 4117,0,1,1,0,0,2,0.4,0.0,37,5,0,12.3,0,0,0,0,0,ChIJVVXFdVQnTIYRpmACwpMFACI,Dallas Cooperative Preschool,5.0,7.0,high_confidence
1518495,Wonderbees Learning Academy,HOUSTON,11240 FM 1960 RD W,77065 3662,1,2,2,0,0,5,2.5,0.5,68,2,0,-0.0,0,0,0,0,0,ChIJVVoQ-tLRQIYRDMecGFJ8-Lo,Wonderbees Learning Academy,5.0,19.0,high_confidence
1479782,Pinnacle Montessori,SAN ANTONIO,6929 CAMP BULLIS RD,78256 2334,4,0,3,0,0,7,0.467,0.267,170,15,0,0.6,0,1,0,0,0,ChIJVYGXShVlXIYRaU5EJpi5CMo,Pinnacle Montessori of Crown Ridge,4.8,43.0,medium_confidence
231809,Stepping Stone School XIV,AUSTIN,9405 BRODIE LN,78748 5602,35,26,18,0,0,79,1.234,0.547,263,64,0,21.9,1,0,0,0,0,ChIJVaMa-XFMW4YRS-x6G4xRIUM,Stepping Stone School - Brodie/Circle C,4.1,48.0,medium_confidence
207470,Lake Highlands Baptist Church,DALLAS,642 BROOKHURST DR,75218 2191,1,0,0,0,0,1,0.167,0.167,175,6,0,22.9,0,0,0,0,0,ChIJVaOPQqqhToYRESJto0OcVOg,Lake Highlands Baptist Church,5.0,20.0,high_confidence
1233541,St. Andrews Presbyterian Children's Center,DALLAS,3204 SKILLMAN ST,75206 5914,1,9,3,0,0,13,1.3,0.1,144,10,0,9.9,0,0,0,0,0,ChIJVaTlSL6fToYRv2j2CoYFpB4,St. Andrew's Presbyterian Children's Center,5.0,4.0,high_confidence
1190698,Wheels for Kids Childcare Center,SAN ANTONIO,5409 HURLEY DR,78238 2414,5,9,2,1,0,17,0.85,0.25,45,20,2,9.8,0,1,0,0,0,ChIJVatD-qJdXIYR4Gp2ez5ahis,Wheels for Kids Childcare Center,3.9,19.0,high_confidence
1368468,Primrose School of Shady Hollow,AUSTIN,12341 BRODIE LN,78748 1917,3,1,0,0,0,4,0.267,0.2,210,15,0,5.0,1,1,0,0,0,ChIJVc5F3stNW4YR3IxcUevJP4o,Primrose School of Shady Hollow,4.9,57.0,high_confidence
156662,ST James Episcopal Montessori School,DALLAS,9845 MCCREE RD,75238 3444,0,0,0,0,0,0,0.0,0.0,197,7,0,26.8,0,0,0,0,0,ChIJVe5MtFygToYR0Y7S8xzKfxY,Saint James Episcopal Church,4.7,21.0,medium_confidence
1458013,Twinkle Wonders School At Rice Ave,HOUSTON,5750 S RICE AVE,77081 2910,26,53,25,4,0,108,4.0,0.963,149,27,8,1.0,0,0,0,0,0,ChIJVebpD4PBQIYRGjIWvfjeHU0,Twinkle Wonders School At Rice Avenue,4.1,68.0,high_confidence
479228,The Childrens Discovery Center,AUSTIN,4112 DUVAL ST,78751 4309,1,0,0,0,0,1,0.2,0.2,64,5,0,16.5,0,0,0,0,0,ChIJVxJc4C_LRIYRKPm-QKGahX4,Children’s Discovery Center Central,4.5,8.0,high_confidence
1122725,East Central Child Development Center,SAN ANTONIO,11935 DONOP RD,78223 4202,2,0,0,0,0,2,0.333,0.333,40,6,0,11.9,0,0,0,0,0,ChIJVxYBGDL6XIYRFozuGCxQwAI,East Central Development Center,4.9,9.0,high_confidence
1476193,Tom Thumb Academy,DALLAS,2846 S BECKLEY AVE,75224 3526,2,2,1,0,0,5,0.714,0.286,94,7,0,1.5,0,1,0,0,0,ChIJVyJjQViXToYRKNVo-J0RntU,Tom Thumb Nursery & Pre-k,4.0,2.0,medium_confidence
1517221,Tierra Encantada-Camp Bowie,FORT WORTH,6201 SUNSET DR STE 600,76116 5541,1,1,0,1,0,3,0.6,0.2,204,5,0,0.1,0,0,0,0,0,ChIJVyqw-GJzToYRYGzUeB2OFvk,Tierra Encantada - Camp Bowie,3.9,30.0,medium_confidence
351132,Compton Head Start,HOUSTON,9720 SPAULDING ST,77016 4841,5,6,0,1,1,13,0.812,0.312,108,16,0,17.7,1,0,0,0,0,ChIJVzGxWBm6QIYR5pXueYu6z_I,Head Start-Compton Center,3.4,10.0,medium_confidence
1315075,Kids 'R' Kids of Copperfield,HOUSTON,15230 FOREST TRAILS DR,77095 2950,8,2,4,0,0,14,0.5,0.286,361,28,0,7.3,0,1,0,0,0,ChIJW-Zof9fQQIYRCtKEzN4YpYo,Kids 'R' Kids Learning Academy of Copperfield,4.3,130.0,medium_confidence
171999,Hugs and Kisses Too,FORT WORTH,2821 VAUGHN BLVD,76105 4846,0,1,3,0,0,4,0.667,0.0,146,6,1,23.9,0,1,0,0,0,ChIJW3S57m5wToYRb8QuQ6cKzNg,Hugs & Kisses Too,4.0,13.0,high_confidence
1265673,Little Sunshine's Playhouse,SAN ANTONIO,21822 STONEWALL PKWY,78256 1661,3,7,3,0,0,13,0.722,0.167,155,18,0,8.6,0,0,0,0,0,ChIJW4EEgwdlXIYRyv1_ELvsHxI,Little Sunshine's Playhouse of San Antonio at Dominion,4.8,52.0,medium_confidence
1140354,Amazing Kid'z Christian Academy,HOUSTON,12035 DE FORREST ST,77066 2955,8,7,6,0,3,24,3.0,1.0,122,8,0,11.3,0,1,0,0,0,ChIJWQbf8BTMQIYRO2V5hOAqzhM,Amazing Kidz Christian Academy,4.6,20.0,high_confidence
282984,Spring Creek KinderCare,DALLAS,15610 SPRING CREEK RD,75248 4325,16,19,14,2,0,51,1.5,0.471,150,34,1,19.9,0,1,0,0,0,ChIJWQuZt78hTIYRiezGShLhr7A,Spring Creek KinderCare,4.2,59.0,high_confidence
135722,Zion Lutheran Preschool,HOUSTON,3606 BEAUCHAMP ST,77009 6231,0,2,0,1,0,3,0.6,0.0,129,5,1,31.2,0,1,0,0,0,ChIJWTNvTr-4QIYRB0hGOmf_58k,Zion Lutheran Preschool,5.0,2.0,high_confidence
1334503,Park Vista Children's Academy,FORT WORTH,13033 PARK VISTA BLVD,76244 5811,8,3,2,1,0,14,0.583,0.333,181,24,0,6.0,1,1,0,0,0,ChIJWXnr6KnQTYYR3r-0MqGec14,Park Vista Children's Academy of Keller/FortWorth,4.0,58.0,medium_confidence
352279,Susy's Daycare Center,AUSTIN,308 W WILLIAM CANNON DR # B,78745 5691,3,10,1,0,0,14,1.0,0.214,45,14,0,17.2,0,1,0,0,0,ChIJWaRa6VKzRIYR99TQ0BZprSE,Susy's Daycare Center,4.3,12.0,high_confidence
324439,Garden Oaks Baptist Early Learning Ctr,HOUSTON,3206 N SHEPHERD DR,77018 7621,6,9,1,1,0,17,1.889,0.667,204,9,0,17.8,0,0,0,0,0,ChIJWcJz2XXHQIYRyy_OtvmufN8,The Garden Kids - Garden Oaks Church Early Learning Center,5.0,15.0,medium_confidence
1290696,Club Z INC,AUSTIN,7612 COOPER LN,78745 6312,3,9,5,0,0,17,1.133,0.2,49,15,0,8.3,0,1,0,0,0,ChIJWcjVA7pMW4YRpGC3HUUNzmY,Club Z,4.6,9.0,medium_confidence
1487140,Tiny Hearts Academy,SAN ANTONIO,6002 INGRAM RD,78238 4402,3,5,2,0,0,10,1.0,0.3,41,10,0,0.4,0,1,0,0,0,ChIJWctfm3tdXIYRbdxgJ4fORbQ,Tiny Hearts Academy,5.0,9.0,high_confidence
1332377,Primrose School of NW Fort Worth,FORT WORTH,9840 BLUE MOUND RD,76131 3312,10,0,1,0,0,11,0.5,0.455,220,22,0,6.1,1,0,0,0,0,ChIJWwo5BgB3ToYR3D_AJZbo1a8,Primrose School of NW Fort Worth,4.5,38.0,high_confidence
231802,Ivy Crest Academy of Deerfield,SAN ANTONIO,1909 W BITTERS RD,78248 1444,4,9,8,0,0,21,1.5,0.286,306,14,0,21.9,0,1,0,0,0,ChIJX0H9urdhXIYRL2J8hvofYzg,Ivy Crest Academy of Deerfield,5.0,3.0,high_confidence
257587,Canyon Creek Preschool,AUSTIN,9001 R R 620 N,78726 4003,1,4,0,0,0,5,0.556,0.111,200,9,0,20.8,0,0,0,0,0,ChIJX0wGOLczW4YRt9visfY8rGQ,Canyon Creek Preschool,5.0,4.0,high_confidence
95358,Toddler House 5,HOUSTON,150 E WEST RD,77060 5015,3,18,22,1,4,48,3.0,0.188,75,16,0,38.6,0,1,0,0,0,ChIJX0zrfNHJQIYRSoshampqqRw,The Toddler House Greenspoint,3.5,21.0,medium_confidence
1353590,Kido International PreSchool,HOUSTON,2329 BISSONNET ST,77005 1511,7,3,3,0,0,13,1.0,0.538,209,13,0,5.1,0,0,0,0,0,ChIJX1C8dLvBQIYR3TUeFH6ePdE,Kido International Preschool & Daycare Rice Village,4.5,33.0,medium_confidence
