place_id,DEFICIENCY_HIGH,DEFICIENCY_MEDIUM_HIGH,DEFICIENCY_MEDIUM,DEFICIENCY_MEDIUM_LOW,DEFICIENCY_LOW,TOTAL_INSPECTIONS,TOTAL_ASSESSMENTS,TOTAL_CAPACITY,ISSUANCE_DATE,PROGRAMS_PROVIDED,ACCEPTS_CHILD_CARE_SUBSIDIES,CORRECTIVE_ACTION,ADVERSE_ACTION,TEMPORARILY_CLOSED,OPERATION_ID,OPERATION_NAME,CITY,ADDRESS_LINE,ZIPCODE,google_name,google_rating,google_review_count,review_count_returned,match_confidence,YEARS_IN_OPERATION,IS_ACCREDITED,ACCEPTS_SUBSIDIES,HAS_CORRECTIVE_ACTION,HAS_ADVERSE_ACTION,WAS_TEMP_CLOSED,TOTAL_DEFICIENCIES,DEFICIENCY_RATE,HIGH_DEFICIENCY_RATE
ChIJkS_Y_n-MXIYR4Dz2nYeowZc,4,4,2,0,0,22,0,107,2003-10-31,"Accredited,Meals Provided ,Snacks Provided,Drop-In Care,Part Time Care",Y,NO,NO,NO,235682,Brighton Center,SAN ANTONIO,14207 HIGGINS RD,78217 1252,Brighton Center Headquarters,,,0,medium_confidence,22.2,1,1,0,0,0,10,0.455,0.182
ChIJkTgYuQBhXIYRBdFXkPW2f74,1,10,8,1,0,13,0,113,2023-08-02,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care",Y,NO,NO,NO,1433070,Edquisitive Montessori Northwest,SAN ANTONIO,2829 HUNTERS GREEN ST,78231 1647,Edquisitive Montessori of NW Military,4.8,21.0,5,medium_confidence,2.4,0,1,0,0,0,20,1.538,0.077
ChIJkTseAflYXIYRwGhnL_pqzmM,4,6,3,1,0,15,1,93,2024-05-30,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School",Y,NO,NO,NO,1463856,Hands N Hands Childcare,SAN ANTONIO,538 SURREY AVE,78225 2450,Hands N Hands Child Care,5.0,1.0,1,high_confidence,1.6,0,1,0,0,0,14,0.933,0.267
ChIJkUSErgbgTYYRwhIHlvhYgAU,3,2,0,0,0,11,0,170,2006-01-17,"After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,287154,Lighthouse Christian Academy,FORT WORTH,7200 ROBERTSON RD,76135 9457,Lighthouse Christian Academy,4.0,5.0,5,high_confidence,20.0,0,1,0,0,0,5,0.455,0.273
ChIJkUkqoaiXQIYRGSyr-uYsY-M,1,4,2,0,0,6,0,262,1986-10-28,,N,NO,NO,NO,102295,Foundry Methodist Preschool,HOUSTON,8350 JONES RD,77065 4608,Foundry Pre School,5.0,5.0,5,medium_confidence,39.2,0,0,0,0,0,7,1.167,0.167
ChIJkWJLQGdLW4YRroJcIjOJkTY,6,3,2,0,0,11,0,75,1985-11-25,,Y,NO,NO,NO,95996,Berkeley Methodist Child Care Center,AUSTIN,2407 BERKELEY AVE,78745 4304,Berkeley United Methodist Church,4.5,22.0,5,medium_confidence,40.1,0,1,0,0,0,11,1.0,0.545
ChIJkXTW85m-QIYRy_qktnvfKec,0,2,1,0,0,8,0,36,2012-03-19,,Y,NO,NO,NO,926713,YMCA ASP @ Ninfa Laurenzo EC,HOUSTON,205 N DELMAR ST,77011 2309,Ninfa Laurenzo Early Childhood Center,4.3,23.0,5,medium_confidence,13.8,0,1,0,0,0,3,0.375,0.0
ChIJkYykw1rDQIYR742e-_w62BA,0,3,5,0,0,7,0,120,2024-02-02,"School Age Care,Before School Care,Accredited,After School Care,Snacks Provided,Part Time Care",Y,NO,NO,NO,1454257,KCE Champions LLC @ KIPP Connect,HOUSTON,6700 BELLAIRE BLVD,77074 4906,Champions at KIPP CONNECT Primary,,,0,medium_confidence,1.9,1,1,0,0,0,8,1.143,0.0
ChIJkZzDfmihToYRwUCJgo09H3A,0,0,0,0,0,8,0,17,1998-12-18,"Before School Care,After School Care",N,NO,NO,NO,97696,White Rock Montessori,DALLAS,1601 OATES DR,75228 4241,White Rock Montessori,,,0,high_confidence,27.0,0,0,0,0,0,0,0.0,0.0
ChIJk_3qHUo3W4YRu6VQ1lfdqYc,0,0,1,0,0,5,0,96,2004-01-21,"After School Care,Part Time Care",N,NO,NO,NO,241449,Bluebonnet Montessori School of Lakeway,AUSTIN,15099 DEBBA DR,78734 3202,Bluebonnet Montessori School of Lakeway,,,0,high_confidence,21.9,0,0,0,0,0,1,0.2,0.0
ChIJkbGwqc8yW4YRHN76CCKA0zU,2,8,5,0,0,12,0,65,2014-09-10,"School Age Care,Before School Care,After School Care,Snacks Provided,Part Time Care",Y,NO,NO,NO,1138203,Trillium Montessori,AUSTIN,9707 ANDERSON MILL RD STE 350,78750 0020,Trillium Montessori,4.9,42.0,5,high_confidence,11.3,0,1,0,0,0,15,1.25,0.167
ChIJkcaC_CDMRIYRb4jzpbLvbHI,3,3,1,1,0,8,1,44,2018-06-29,"Skill Classes,Part Time Care",Y,NO,NO,NO,1286079,Bilingual Early Learning Academy,AUSTIN,12504 TOMANET TRL,78727 4215,Bilingual Early Learning Academy,5.0,13.0,5,high_confidence,7.5,0,1,0,0,0,8,1.0,0.375
ChIJkdf5FY9cXIYRcJkS0dOGogM,0,1,0,0,0,7,0,90,2010-02-19,"Meals Provided ,Snacks Provided,Part Time Care",N,NO,NO,NO,516568,Head Start Passmore,SAN ANTONIO,570 PINN RD,78227 1234,J. B. Passmore Elementary School,,,0,medium_confidence,15.9,0,0,0,0,0,1,0.143,0.0
ChIJke78j0HbQIYRi4NHBrXeV7I,1,12,5,0,0,13,0,85,2022-05-26,"School Age Care,After School Care,Snacks Provided,Part Time Care",N,NO,NO,NO,1391015,iKids U at Wilchester Elementary School,HOUSTON,13618 SAINT MARYS LN,77079 3440,Wilchester Elementary School,,,0,high_confidence,3.6,0,0,0,0,0,18,1.385,0.077
ChIJkeQyMHaNXIYRV53LiPne0UU,15,17,7,3,1,18,1,38,2022-08-16,"Meals Provided ,Snacks Provided",Y,NO,NO,NO,1389754,Learn N Play Clubhouse LLC,SAN ANTONIO,6454 RANDOLPH BLVD,78233 5323,Learn N' Play Clubhouse,4.8,24.0,5,high_confidence,3.4,0,1,0,0,0,43,2.389,0.833
ChIJkfYlD7g2W4YR46P6g2vasZU,1,4,2,0,1,11,0,245,2009-07-27,"Meals Provided ,Snacks Provided,Skill Classes,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,359892,School in the Hills,AUSTIN,2900 N QUINLAN PARK RD # 400,78732 6083,School in the Hills Steiner Ranch,,,0,medium_confidence,16.4,0,0,0,0,0,8,0.727,0.091
ChIJkfZESibXQIYRqn_s76EqNH4,6,3,6,0,0,24,0,304,2000-12-04,"School Age Care,Before School Care,Accredited,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Skill Classes,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,166503,Childrens Courtyard,HOUSTON,16255 LONGENBAUGH DR,77095 1715,The Children's Courtyard of Houston,4.3,42.0,5,medium_confidence,25.1,1,1,0,0,0,15,0.625,0.25
ChIJkft-1nrJQIYRM7cavzUYWBw,9,5,5,2,0,11,0,161,2011-09-28,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips,Night Care",Y,NO,NO,NO,856968,All Star Learning Center,HOUSTON,1517 GEARS RD STE A,77067 4139,All Star Learning Center,4.0,43.0,5,high_confidence,14.3,0,1,0,0,0,21,1.909,0.818
ChIJkwa4ZEi5QIYRQGb8mvaRmfM,3,3,2,1,0,6,0,94,2013-08-20,"Meals Provided ,Snacks Provided",N,NO,NO,NO,1119475,Dogan Head Start,HOUSTON,4202 LIBERTY RD,77026 5824,Dogan Elementary School,,,0,medium_confidence,12.4,0,0,0,0,0,9,1.5,0.5
ChIJkxaEklmXToYR68E3s8SkKDg,4,0,2,0,0,14,0,36,2014-09-03,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Weekend Care",Y,NO,NO,NO,1134514,Annette's Day Care Center Too!,DALLAS,3034 S BECKLEY AVE,75224 3502,Annette's Daycare Center Too!,1.2,17.0,5,high_confidence,11.3,0,1,0,0,0,6,0.429,0.286
ChIJl-Ar4wKKXIYRG3vXUpFA-sk,0,1,0,0,0,1,0,115,2025-11-07,"Meals Provided ,Snacks Provided,Part Time Care",N,NO,NO,NO,1517150,BCA Hollywood Park LLC,SAN ANTONIO,92 TRAILCREST ST,78232 1333,Bilingual Child Academy Hollywood Park,4.4,26.0,5,medium_confidence,0.2,0,0,0,0,0,1,1.0,0.0
ChIJl0SJ3WpeXIYR8_5m4F2dsxE,1,1,1,1,0,11,1,82,2018-10-19,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Skill Classes,Part Time Care",Y,NO,NO,NO,1317231,Over the Rainbow Christian Learning Center LLC,SAN ANTONIO,1222 FREDERICKSBURG RD,78201 5553,-Over the Rainbow Christian Learning Center.LLC,4.3,40.0,5,medium_confidence,7.2,0,1,0,0,0,4,0.364,0.091
ChIJl1BiQSSjToYR9ITzT9DsuoQ,0,5,1,1,0,6,1,49,2004-12-21,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care",Y,NO,NO,NO,250107,Little Steps Learning Center #2,DALLAS,7121 LAKE JUNE RD,75217 1520,Little Steps Learning Center,4.3,12.0,5,high_confidence,21.0,0,1,0,0,0,7,1.167,0.0
ChIJl3wZkd63RIYR6OH2yfqWHus,0,2,0,1,0,11,0,16,2024-07-03,"Meals Provided ,Snacks Provided",N,NO,NO,NO,1463515,Overton Elementary Early Head Start,AUSTIN,7201 COLONY LOOP DR,78724 5348,Overton Elementary School,,,0,medium_confidence,1.5,0,0,0,0,0,3,0.273,0.0
ChIJl4r-oWyVQIYRj615k6W7DqQ,1,5,1,0,0,8,0,272,2002-08-08,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips,Night Care",Y,NO,NO,NO,211633,Teeter Totter Village,HOUSTON,9133 SCOTT ST,77051 2763,Teeter Totter Village Child Development Center,3.6,22.0,5,medium_confidence,23.4,0,1,0,0,0,7,0.875,0.125
ChIJl5N-JvwzW4YR007yxaRjRLA,3,3,1,0,0,7,0,140,1987-04-24,Part Time Care,N,NO,NO,NO,100564,Bethany School,AUSTIN,10010 ANDERSON MILL RD,78750 2127,Bethany Preschool,4.2,5.0,5,high_confidence,38.7,0,0,0,0,0,7,1.0,0.429
ChIJl5Pk7BKiToYRXziLgQGpNM4,1,11,6,0,0,10,0,49,2010-07-19,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,514253,Hopewell Development Center,DALLAS,5144 DOLPHIN RD,75223 2421,Hopewell Development & Achievement Center,4.4,27.0,5,medium_confidence,15.5,0,1,0,0,0,18,1.8,0.1
ChIJl65DALZpXIYR5NxUCKqigs8,4,7,6,1,2,12,1,120,2023-11-15,"Meals Provided ,After School Care,Snacks Provided,Transportation to/from School ,Field Trips",N,NO,NO,NO,1449826,The Kindness Academy,SAN ANTONIO,9480 BRAUN RD,78254 6701,The Kindness Academy,5.0,17.0,5,high_confidence,2.1,0,0,0,0,0,20,1.667,0.333
ChIJl6dSw67JQIYRdAe8nDTJpsQ,16,31,12,0,4,19,0,75,2019-01-23,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips,Night Care",Y,NO,NO,NO,1310291,LBJ Creative Ideas Learning Academy,HOUSTON,11243 VETERANS MEMORIAL DR STE A,77067 3838,LBJ Creative Ideas Learning Academy,4.0,23.0,5,high_confidence,6.9,0,1,0,0,0,63,3.316,0.842
ChIJl6v-VaZcXIYRDjWhP7kSNck,3,2,4,0,0,12,0,119,1985-12-09,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Transportation to/from School",Y,NO,NO,NO,94291,Marbach Christian Church DCC,SAN ANTONIO,8023 MARBACH RD,78227 1615,Marbach Christian Church,4.5,50.0,5,high_confidence,40.1,0,1,0,0,0,9,0.75,0.25
ChIJl6xcBWtCXIYRdZaiFralPMQ,2,6,3,0,0,27,0,249,2009-10-14,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,458188,Childrens Lighthouse Learning Center at Alamo Ranch,SAN ANTONIO,5610 LONE STAR PKWY,78253 5888,Children's Lighthouse of Alamo Ranch,4.4,171.0,5,medium_confidence,16.2,0,0,0,0,0,11,0.407,0.074
ChIJl9mjKABLW4YRLMzEDc8jvr8,4,10,9,0,1,14,0,36,2014-03-26,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care",Y,NO,NO,NO,1108499,Tiny Feet Daycare #2,AUSTIN,1408 W STASSNEY LN,78745 2948,Tiny Feet Daycare,5.0,1.0,1,high_confidence,11.8,0,1,0,0,0,24,1.714,0.286
ChIJl9zNEtKHXIYRU4geVLQL9_A,0,3,1,0,0,7,0,156,1986-09-17,"School Age Care,Before School Care,Accredited,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,97797,Kiddie Koop Day Care Center Inc,SAN ANTONIO,28190 US HIGHWAY 281 N,78260 1704,Kiddie Koop Children's Enrichment Center,5.0,3.0,3,medium_confidence,39.3,1,0,0,0,0,4,0.571,0.0
ChIJlRPIiRNlXIYRFl1ZKFKTrXo,5,5,0,0,0,30,0,511,2009-02-20,"School Age Care,Before School Care,Accredited,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Skill Classes,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,361451,Country Home Learning Center #10 LTD.,SAN ANTONIO,23907 CIELO VIS,78255 9503,Country Home Learning Center at Leon Springs,4.2,72.0,5,medium_confidence,16.9,1,1,0,0,0,10,0.333,0.167
ChIJlSdZ6JJ7ToYR52jGzH2-nl0,12,10,11,1,0,34,2,135,2007-04-05,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,310154,Childtime Learning Center,FORT WORTH,1408 MORRISON DR,76112 3711,Childtime on Morrison,4.2,33.0,5,medium_confidence,18.7,0,1,0,0,0,34,1.0,0.353
ChIJlT1_4GhfXIYR0zKs4fxg-_w,4,5,2,0,0,14,0,114,2001-01-31,"Meals Provided ,Snacks Provided,Part Time Care",Y,NO,NO,NO,167419,Respite Care of San Antonio Incorported,SAN ANTONIO,303 W FRENCH PL,78212,Respite Care of San Antonio,4.4,49.0,5,high_confidence,24.9,0,1,0,0,0,11,0.786,0.286
ChIJlTC9JnKLXIYR1snkUXpqzm0,20,36,18,2,4,90,4,108,2018-06-05,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1293179,Bright Kids Daycare & Learning Center #3,SAN ANTONIO,4503 THOUSAND OAKS DR,78233 6834,Bright Kids Daycare & Learning Center,2.8,19.0,5,high_confidence,7.6,0,1,0,0,0,80,0.889,0.222
ChIJlTbH2-o1W4YRBQRDJQgNWB0,9,9,3,1,0,15,0,327,2006-01-10,"After School Care,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,276915,Childrens Center of Austin,AUSTIN,8100 BEE CAVE RD,78746 4944,Children's Center of Austin,4.4,16.0,5,high_confidence,20.0,0,0,0,0,0,22,1.467,0.6
ChIJlTqLkuzRQIYR6l4qx00zaTM,0,3,2,0,0,9,0,162,2024-11-12,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care",Y,NO,NO,NO,1474176,The Learning Experience,HOUSTON,8630 JONES RD,77065 5394,The Learning Experience - Jersey Village,4.5,30.0,5,medium_confidence,1.1,0,1,0,0,0,5,0.556,0.0
ChIJlU0y37lDXIYRFII328GeW8s,3,7,1,0,0,24,0,280,2021-12-15,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Skill Classes,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,1377913,Ivy Kids of Alamo Ranch,SAN ANTONIO,5325 LONE STAR PKWY,78253,Ivy Kids of Alamo Ranch,4.5,77.0,5,high_confidence,4.0,0,0,0,0,0,11,0.458,0.125
ChIJlUJnH2KjToYRlSeAsT3KErM,1,9,2,0,0,10,0,162,2001-09-14,"After School Care,Transportation to/from School ,Weekend Care,Field Trips,Night Care",Y,NO,NO,NO,171311,Sherandas Playhouse II,DALLAS,2124 N PRAIRIE CREEK RD,75227 8112,Sheranda's Play House,2.7,20.0,5,medium_confidence,24.3,0,1,0,0,0,12,1.2,0.1
ChIJlWKPj5zNRIYRpeo4k0Jq86A,0,1,3,0,0,8,0,75,1988-04-06,Part Time Care,N,NO,NO,NO,104339,Triumphant Love Lutheran Child Development Center,AUSTIN,9508 GREAT HILLS TRL,78759 6321,Triumphant Love Lutheran Child Development Center,,,0,high_confidence,37.7,0,0,0,0,0,4,0.5,0.0
ChIJlWirmEh3ToYRU-sTclXeJ3o,0,0,3,0,0,6,0,99,1986-01-22,"Accredited,Meals Provided ,Snacks Provided",Y,NO,NO,NO,95439,Happy Time Day School,FORT WORTH,1813 LAYTON AVE,76117 5438,Happy Time Dayschool,4.5,26.0,5,medium_confidence,39.9,1,1,0,0,0,3,0.5,0.0
ChIJlXdkK2jGQIYR23FnDGbegVw,2,0,2,1,0,11,0,141,1998-11-13,Part Time Care,N,NO,NO,NO,154584,Gethsemane Lutheran MDO,HOUSTON,4040 WATONGA BLVD,77092 5321,Gethsemane Lutheran Church,5.0,20.0,5,medium_confidence,27.1,0,0,0,0,0,5,0.455,0.182
ChIJlY4lnIFxToYRXCz_HnHhYD0,0,2,0,0,0,10,0,120,1986-08-20,"School Age Care,Before School Care,After School Care,Snacks Provided",Y,NO,NO,NO,94883,Clayton Youth Enrichment @ Lily B Clayton Elementary,FORT WORTH,2000 PARK PLACE AVE,76110 1230,Lily B. Clayton Elementary School (FWISD),,,0,medium_confidence,39.4,0,1,0,0,0,2,0.2,0.0
ChIJlYvmb2wMToYRAxsTMedji5M,8,6,4,0,0,23,0,191,2022-01-06,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1382468,Northstar Preschool,FORT WORTH,10332 WESTPOINT BLVD,76108 4081,Northstar Preschool at Westpoint,4.3,93.0,5,medium_confidence,4.0,0,1,0,0,0,18,0.783,0.348
ChIJl_FzeBDHQIYRR_zmN7eePqA,14,17,17,1,2,27,2,270,2024-04-11,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Skill Classes,Part Time Care",N,NO,NO,NO,1458603,Village Montessori,HOUSTON,1629 W 34TH ST,77018 6215,Village in the loop Preschool,5.0,21.0,5,medium_confidence,1.7,0,0,0,0,0,51,1.889,0.519
ChIJla_NSmCXQIYRx9t15l9E0Ro,0,1,0,1,0,2,1,64,2025-11-18,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care",N,NO,NO,NO,1516311,Kings Kids Houston Childcare LLC,HOUSTON,9702 WILLOW ST,77088 4637,Kings Kids Academy,3.7,11.0,5,medium_confidence,0.1,0,0,0,0,0,2,1.0,0.0
ChIJlazKNDH6XIYROiNeGWJ9UZA,5,11,9,0,0,21,0,113,2024-04-25,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided",Y,YES,NO,NO,1469132,Kid Kountry Early Learning Center LLC,SAN ANTONIO,11708 DONOP RD,78223 4242,Kid Kountry Early Learning,3.4,38.0,5,high_confidence,1.7,0,1,1,0,0,25,1.19,0.238
ChIJlczfknbMQIYRyq4tjDW8Ly8,0,0,4,0,0,5,0,100,2017-03-01,"School Age Care,Before School Care,After School Care",N,NO,NO,NO,1253387,Koala Kare @ Beneke Elementary,HOUSTON,3840 BRIARCHASE DR,77014 2755,Beneke Elementary School,,,0,medium_confidence,8.8,0,0,0,0,0,4,0.8,0.0
ChIJldCEpX5fXIYRsYh1BNM7vR4,3,5,2,1,0,10,0,58,2015-02-26,"Accredited,Snacks Provided,Drop-In Care",Y,NO,NO,NO,1152889,Brighton Center,SAN ANTONIO,265 E LULLWOOD AVE,78212 5268,Brighton Preschool,4.3,14.0,5,medium_confidence,10.8,1,1,0,0,0,11,1.1,0.3
ChIJldKLJsfZQIYR-B_h4MBjXPI,2,4,14,2,3,10,0,112,2021-11-22,"School Age Care,Before School Care,After School Care,Snacks Provided,Part Time Care,Field Trips",Y,NO,NO,NO,1373828,Montessori Pathways,HOUSTON,19115 SPANISH NEEDLE DR,77084 4341,Montessori Pathways,,,0,high_confidence,4.1,0,1,0,0,0,25,2.5,0.2
ChIJldQCp8ajToYRf1RVgVHVK5w,0,2,4,0,0,10,0,30,2008-07-10,"Accredited,After School Care,Drop-In Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,336659,Sharons Playground Learning Center,DALLAS,3949 SAINT FRANCIS AVE STE B,75228 6175,Sharon's Playground Learning,4.3,11.0,5,high_confidence,17.5,1,1,0,0,0,6,0.6,0.0
ChIJldSw9aGhToYR2fedvH0H9nk,1,1,2,0,0,10,0,96,2024-11-22,"Skill Classes,Part Time Care,Field Trips",N,NO,NO,NO,1474406,Petite Lumiere Preparatory School,DALLAS,10805 WALNUT HILL LN,75238 2331,Petite Lumière Preparatory School,,,0,high_confidence,1.1,0,0,0,0,0,4,0.4,0.1
ChIJldno2wfCQIYRkpKPdapCOLs,0,0,0,0,0,9,0,175,1986-11-10,"Accredited,Skill Classes,Field Trips",N,NO,NO,NO,96194,The Shlenker School,HOUSTON,5600 N BRAESWOOD BLVD,77096 2908,The Shlenker School,,,0,high_confidence,39.1,1,0,0,0,0,0,0.0,0.0
ChIJldqf9EqVQIYRwmC_9u9Lubk,1,4,4,2,0,9,1,272,2018-04-16,"School Age Care,Accredited,Meals Provided ,After School Care,Snacks Provided,Skill Classes,Transportation to/from School ,Field Trips",N,NO,NO,NO,1287902,Star of Hope Child Development Center,HOUSTON,2575 REED RD,77051 2216,Star of Hope Mission - Women and Family Development Center at Star of Hope's Cornerstone Community,3.7,410.0,5,medium_confidence,7.7,1,0,0,0,0,11,1.222,0.111
ChIJleLcKVwjTIYR07VmZ1TOVzY,2,4,0,0,0,18,0,206,2022-09-15,"School Age Care,Before School Care,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1396589,The Nest School Plano,DALLAS,18303 DAVENPORT RD,75252 5454,The Nest Schools Plano,5.0,41.0,5,high_confidence,3.3,0,1,0,0,0,6,0.333,0.111
ChIJlehrnp1hXIYRuaP5-PKcXBo,4,12,12,3,3,11,2,93,2000-12-21,,N,NO,NO,NO,164820,Heintz Preschool,SAN ANTONIO,16550 HUEBNER RD,78248 1695,Heintz Preschool,5.0,11.0,5,high_confidence,25.0,0,0,0,0,0,34,3.091,0.364
ChIJlfveeJKLXIYRxCPQqAp_lZw,0,8,2,0,0,16,0,157,2013-07-29,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1102411,Pinnacle Kids Academy,SAN ANTONIO,15706 CLASSEN RD,78247 2100,Pinnacle Kids Academy,4.2,41.0,5,high_confidence,12.4,0,1,0,0,0,10,0.625,0.0
ChIJlw9lYa5OW4YRsyAC8QuxYDo,0,3,0,0,0,8,0,27,2018-11-12,Part Time Care,N,NO,NO,NO,1313211,Cadets Childcare Inc DBA Clubhouse Cadets @ Kiker Elementary,AUSTIN,5913 LA CROSSE AVE,78739 1747,Clubhouse Cadets at Kiker,,,0,medium_confidence,7.1,0,0,0,0,0,3,0.375,0.0
ChIJlyg_1YB6ToYRzreH-gLpMDM,2,0,1,0,0,15,0,80,2004-04-12,"Meals Provided ,Snacks Provided",N,NO,NO,NO,235003,Rosedale V Head Start & Child Development Center,FORT WORTH,4244 E ROSEDALE ST,76105 1825,Rosedale V Child Development Center,5.0,2.0,2,high_confidence,21.7,0,0,0,0,0,3,0.2,0.133
ChIJlyyCwSzKRIYRy5RKR3yOYQQ,2,4,2,0,0,10,0,132,1987-07-13,"Meals Provided ,Snacks Provided",N,NO,NO,NO,100719,Gethsemane Lutheran Childrens,AUSTIN,200 W ANDERSON LN,78752 1106,Gethsemane Lutheran Children's,5.0,6.0,5,high_confidence,38.5,0,0,0,0,0,8,0.8,0.2
ChIJm07JT1jcQIYRZ1hRbD_slFw,10,5,7,2,0,12,1,70,2005-01-31,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,254912,Ashford Montessori,HOUSTON,3138 S DAIRY ASHFORD RD,77082 2302,Ashford Montessori,,,0,high_confidence,20.9,0,1,0,0,0,24,2.0,0.833
ChIJm0KPj05dXIYR0Wcf5GC7RQg,3,9,3,0,0,9,0,156,2021-08-20,"Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School",Y,NO,NO,NO,1385987,Marc Landon Christian Academy,SAN ANTONIO,5300 HEATH RD BLDG 1,78250 4685,Marc Landon Christian Academy K-12,,,0,high_confidence,4.4,0,1,0,0,0,15,1.667,0.333
ChIJm0XYfonCQIYRyT8RVnZB2D4,4,8,7,3,0,14,1,148,2022-03-21,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Weekend Care,Field Trips",Y,NO,NO,NO,1387199,Shining Stars Academy,HOUSTON,7711 BEECHNUT ST,77074 3101,The Shining Stars Academy,4.6,26.0,5,high_confidence,3.8,0,1,0,0,0,22,1.571,0.286
ChIJm3T-_Kp3ToYRFAD1-ThvsxU,0,1,0,0,0,7,0,80,2014-05-05,"School Age Care,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1120072,Camp Fire First Texas at Westcliff,FORT WORTH,4300 CLAY AVE,76109 5224,Camp Fire First Texas,3.4,9.0,5,medium_confidence,11.7,0,1,0,0,0,1,0.143,0.0
ChIJm4yFxh_DQIYRUPngMv4JfYg,2,8,6,0,0,7,1,52,2025-02-05,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Skill Classes,Part Time Care,Transportation to/from School ,Weekend Care,Field Trips",N,NO,NO,NO,1479546,Westpark Star Kids Academy,HOUSTON,3969 S GESSNER RD,77063 5135,Westpark Star Kids Academy,5.0,11.0,5,high_confidence,0.9,0,0,0,0,0,16,2.286,0.286
ChIJm5tVWVvHQIYRYdNU0tyQ9O8,6,7,1,1,0,11,1,277,1987-03-11,Accredited,N,NO,NO,NO,100135,Immanuel Lutheran Church And School,HOUSTON,306 E 15TH ST,77008 4239,Immanuel Lutheran Church (LCMS),5.0,8.0,5,medium_confidence,38.8,1,0,0,0,0,15,1.364,0.545
ChIJm7Fo5a2QToYRHGL9y391wtA,1,1,1,0,0,14,0,86,2025-01-23,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Skill Classes,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1467075,Metropolitan Christian Academy,DALLAS,3430 S POLK ST,75224 3804,Metropolitan Christian Academy,4.0,8.0,5,high_confidence,0.9,0,1,0,0,0,3,0.214,0.071
